link,name,Crossing,Finishing,Heading accuracy,Short passing,Volleys,Dribbling,Curve,Free kick accuracy,Long passing,Ball control,Acceleration,Sprint speed,Agility,Reactions,Balance,Shot power,Jumping,Stamina,Strength,Long shots,Aggression,Interceptions,Positioning,Vision,Penalties,Composure,Marking,Standing tackle,Sliding tackle,GK diving,GK handling,GK kicking,GK positioning,GK reflexes
http://sofifa.com/player/170305,Cole Skuse,60,55,67,71,46,62,68,57,66,70,53,57,66,70,68,66,69,83,71,56,68,78,59,63,56,68,69,73,68,13,12,9,9,10
http://sofifa.com/player/225100,Joe Gomez,57,26,69,65,24,65,41,29,53,65,77,80,64,71,66,41,64,68,78,26,63,74,51,39,26,63,71,75,73,8,13,14,7,7
http://sofifa.com/player/193884,Sam Clucas,70,66,60,76,68,74,65,67,70,72,68,74,66,64,63,67,70,89,67,68,56,67,64,68,65,69,61,64,57,6,9,9,8,6
http://sofifa.com/player/139368,Jason Shackell,42,32,73,65,37,58,42,21,62,61,53,53,56,65,49,61,75,62,82,34,70,72,50,45,31,72,74,70,70,8,9,7,8,6
http://sofifa.com/player/172904,Lee Tomlin,60,70,53,70,65,74,60,72,64,70,67,70,75,63,76,76,59,56,74,73,78,46,69,75,70,66,29,36,33,9,12,13,12,11
http://sofifa.com/player/157804,Scott Carson,14,19,18,25,13,17,18,16,17,20,42,51,38,71,42,22,75,28,71,20,23,24,14,53,20,32,18,15,20,72,70,72,73,71
http://sofifa.com/player/194925,Louis Moult,30,75,74,63,72,61,60,66,38,66,77,78,69,64,64,68,83,67,79,66,66,24,75,50,70,70,35,36,28,7,14,10,16,13
http://sofifa.com/player/191089,Connor Wickham,62,74,74,62,62,67,53,67,57,70,63,68,57,72,53,76,68,70,83,67,69,18,68,60,75,65,19,28,20,8,16,6,10,12
http://sofifa.com/player/169078,Luke Freeman,74,60,40,70,61,75,70,65,67,1,1,2,84,1,78,68,75,74,57,1,52,50,1,1,60,58,39,51,46,7,12,11,11,8
http://sofifa.com/player/193910,Adam Forshaw,68,59,47,77,59,73,67,67,75,75,68,64,78,64,71,67,33,70,58,66,59,57,71,71,66,75,52,55,54,10,7,12,13,16
http://sofifa.com/player/169593,Kieran Lee,67,65,59,76,52,68,63,27,70,72,72,69,65,68,77,53,72,82,60,48,58,64,69,72,59,70,67,68,64,12,12,8,11,12
http://sofifa.com/player/202113,Moses Odubajo,61,61,63,66,31,70,47,42,62,68,83,90,83,63,77,64,81,77,75,65,70,67,60,68,51,66,70,73,70,14,10,6,13,14
http://sofifa.com/player/195479,James Tavernier,76,60,60,70,46,73,70,72,64,72,79,86,72,63,71,66,68,82,76,68,60,60,59,49,56,53,66,72,70,15,13,8,11,12
http://sofifa.com/player/183706,Martyn Waghorn,72,1,68,68,61,69,68,71,64,67,71,80,70,64,74,76,65,75,84,72,70,18,1,57,70,69,15,36,18,12,11,14,11,14
http://sofifa.com/player/193182,Wes Foderingham,21,13,20,34,13,12,14,14,23,25,45,38,61,68,44,23,55,34,76,15,31,20,11,67,14,38,12,20,11,74,69,68,69,76
http://sofifa.com/player/152991,Dean Marney,68,65,67,75,66,70,65,62,75,69,68,66,63,75,67,74,78,78,77,67,83,76,59,70,56,74,68,66,73,15,8,9,9,8
http://sofifa.com/player/204464,Joe Ralls,72,65,37,72,59,71,70,70,68,73,68,67,74,71,67,70,53,78,62,69,68,63,64,73,68,66,63,72,60,9,16,13,11,11
http://sofifa.com/player/204215,Adam Reach,73,64,55,68,40,72,66,42,59,72,78,79,77,66,72,69,77,83,77,65,40,58,65,67,55,68,58,63,55,8,11,8,16,6
http://sofifa.com/player/228295,Rob Holding,52,30,64,62,27,63,33,30,44,69,61,63,60,68,69,48,73,75,75,27,72,73,40,55,38,72,74,74,73,14,11,10,14,13
http://sofifa.com/player/205540,Jordon Ibe,66,65,35,67,50,79,65,31,57,76,85,85,75,64,80,79,60,69,71,68,50,46,68,58,57,65,42,49,46,13,15,7,13,13
http://sofifa.com/player/184037,Martin Kelly,71,38,76,68,39,59,60,35,64,67,56,60,59,73,55,61,70,75,79,38,70,71,42,39,58,75,72,77,76,7,11,8,7,8
http://sofifa.com/player/198379,George Thorne,59,59,62,76,62,64,56,51,74,69,54,56,61,72,61,67,64,71,74,65,67,65,55,73,50,75,69,73,67,16,12,16,11,12
http://sofifa.com/player/203502,Bobby Reid,64,72,62,69,66,73,61,62,64,74,85,79,84,74,86,67,72,2,58,71,46,56,76,71,65,65,53,58,54,8,12,13,8,10
http://sofifa.com/player/169721,Micah Richards,65,40,74,62,43,60,45,32,56,61,66,71,70,53,67,63,85,34,90,39,82,70,52,51,53,61,60,72,74,7,16,15,16,8
http://sofifa.com/player/206075,Sam Johnstone,17,11,17,27,15,16,16,17,35,18,45,36,55,57,27,24,61,52,68,16,24,17,11,48,42,22,13,17,20,75,73,67,69,74
http://sofifa.com/player/54013,Stewart Downing,74,66,62,72,70,71,80,72,73,75,69,69,72,70,73,74,42,73,62,72,36,44,70,72,68,68,41,26,36,10,12,16,16,9
http://sofifa.com/player/207616,Adam Webster,44,26,73,70,27,66,27,25,68,69,67,74,61,53,66,37,75,78,75,32,69,68,26,39,24,73,70,73,68,10,8,14,7,12
http://sofifa.com/player/162053,Luke Chambers,52,23,74,62,17,45,34,17,58,61,66,65,63,63,60,40,76,86,79,24,79,67,21,50,25,55,69,72,67,16,10,8,14,7
http://sofifa.com/player/162054,Mark Bunn,14,15,11,18,11,16,13,16,43,34,48,46,54,67,63,27,68,33,60,14,40,20,14,44,44,48,12,20,14,71,70,74,70,71
http://sofifa.com/player/193549,Shaun Hutchinson,47,20,68,58,18,56,49,35,56,58,66,70,56,63,54,54,76,67,86,23,78,72,23,53,25,58,66,66,68,8,10,12,13,16
http://sofifa.com/player/134941,Steve Sidwell,70,67,69,72,66,66,70,58,70,70,53,40,64,74,69,76,61,70,67,69,74,73,70,69,68,71,70,71,65,11,10,9,8,10
http://sofifa.com/player/34079,Ashley Cole,67,30,62,70,57,70,68,46,70,73,63,62,76,71,76,66,74,66,66,48,73,73,62,62,58,76,69,70,74,14,7,14,6,6
http://sofifa.com/player/139296,David Nugent,56,72,67,63,72,66,62,52,45,72,74,69,79,70,64,71,72,74,72,68,34,35,72,71,75,72,22,23,22,14,15,14,14,13
http://sofifa.com/player/206115,Isaac Hayden,43,48,65,72,30,64,45,38,68,71,59,64,60,67,61,58,70,75,78,51,75,68,51,65,49,62,69,72,67,9,15,8,8,12
http://sofifa.com/player/221479,Dominic Calvert-Lewin,59,1,2,64,59,3,51,42,35,3,84,86,79,60,68,2,80,2,75,58,5,34,68,56,54,60,2,31,21,12,12,8,7,11
http://sofifa.com/player/226093,Che Adams,53,72,52,61,53,72,63,59,53,73,90,88,80,65,74,75,76,76,78,67,68,36,69,62,65,64,30,38,36,16,13,12,15,9
http://sofifa.com/player/205360,Kemar Roofe,68,69,69,67,61,72,69,65,60,67,80,81,83,63,77,74,78,75,63,73,58,50,68,68,62,68,44,49,55,14,14,12,11,13
http://sofifa.com/player/170039,Ryan Shotton,62,50,68,66,38,58,31,37,64,66,66,65,59,69,48,65,64,76,81,44,68,66,52,61,59,64,72,72,69,13,12,7,9,10
http://sofifa.com/player/165191,Cameron Jerome,44,69,72,56,68,63,66,55,39,66,73,77,74,68,62,80,81,77,80,64,74,42,67,51,70,66,34,42,32,13,16,16,16,13
http://sofifa.com/player/212300,Jack O'Connell,54,35,67,54,30,46,31,32,57,51,62,65,49,63,46,41,81,68,83,40,75,75,29,27,34,44,66,68,71,9,12,7,6,12
http://sofifa.com/player/219216,Josh Windass,67,5,44,68,51,1,64,58,65,2,2,2,80,3,77,64,63,74,72,58,49,37,58,3,59,55,29,29,37,13,12,14,13,9
http://sofifa.com/player/224081,Kalvin Phillips,57,62,58,68,55,63,52,69,65,68,66,69,68,67,70,73,74,79,75,68,76,69,65,64,58,62,66,73,71,8,8,8,12,14
http://sofifa.com/player/229984,Ben Chilwell,69,45,57,66,39,74,61,48,64,72,77,75,72,3,70,6,76,78,64,35,70,3,1,65,50,69,65,69,72,10,7,14,7,10
http://sofifa.com/player/226401,Kieran Dowell,64,67,52,70,56,74,58,62,67,71,67,70,72,60,72,1,52,59,57,3,48,33,64,74,57,70,43,46,52,8,13,7,14,8
http://sofifa.com/player/191079,Harlee Dean,17,25,71,66,23,44,26,32,61,59,59,51,57,62,55,60,78,73,83,30,80,67,32,38,21,68,69,70,67,16,16,16,12,16
http://sofifa.com/player/183145,Shaleum Logan,71,41,55,67,55,69,56,63,58,67,81,81,83,61,74,56,71,87,62,56,63,65,47,53,51,62,69,71,68,9,16,9,9,6
http://sofifa.com/player/164462,Nedum Onuoha,57,27,69,52,53,53,46,51,56,56,72,77,47,64,49,40,70,66,87,30,79,72,39,48,53,60,68,67,67,13,14,7,11,13
http://sofifa.com/player/188782,Michael Morrison,31,23,72,61,32,29,38,37,60,52,53,50,58,70,64,47,72,75,80,33,74,66,34,54,36,57,75,72,70,9,10,7,7,4
http://sofifa.com/player/169586,Fraizer Campbell,64,73,69,62,66,71,43,58,41,69,79,75,76,69,79,70,74,69,63,62,71,22,72,62,68,68,32,35,28,11,15,9,9,16
http://sofifa.com/player/200820,Jordan Obita,74,60,58,70,65,67,76,69,72,71,78,80,78,69,72,68,67,75,61,65,68,65,64,65,62,68,70,70,68,15,10,9,13,11
http://sofifa.com/player/183422,Jonny Howson,63,66,45,71,72,68,66,63,69,72,66,64,68,70,69,78,58,84,66,73,71,61,70,69,63,74,50,70,64,16,9,12,11,12
http://sofifa.com/player/222079,Josh Onomah,53,60,45,3,52,2,54,49,70,72,78,76,75,64,75,62,60,70,69,60,45,46,1,68,42,59,36,54,42,6,13,12,9,10
http://sofifa.com/player/190852,Callum McManaman,64,68,37,67,55,78,51,49,59,76,76,76,80,68,75,64,34,61,59,57,73,29,69,66,64,67,30,17,14,10,13,15,14,10
http://sofifa.com/player/152723,Liam Rosenior,62,50,60,63,54,69,65,35,53,68,69,69,69,65,71,64,71,76,61,42,71,71,60,56,43,64,70,73,76,14,10,15,9,9
http://sofifa.com/player/193172,Ben Marshall,74,66,63,68,57,73,72,77,72,72,76,74,72,64,67,74,64,66,62,73,46,57,68,67,72,66,65,68,67,9,10,7,6,9
http://sofifa.com/player/194964,Nathaniel Mendez-Laing,1,65,53,63,48,1,59,49,57,69,87,86,74,67,70,67,63,76,77,65,40,46,65,65,48,61,18,30,24,16,15,10,12,11
http://sofifa.com/player/180635,Tommy Elphick,46,32,71,64,13,50,37,39,50,65,39,40,57,64,49,55,73,66,80,43,71,72,26,41,29,53,71,70,67,12,13,7,7,16
http://sofifa.com/player/225441,Kasey Palmer,66,65,58,66,61,74,65,63,65,75,78,75,74,59,74,67,58,65,62,69,52,31,66,71,57,69,50,49,49,7,16,9,11,16
http://sofifa.com/player/193185,Scott Malone,68,57,55,67,54,69,40,63,64,68,75,77,73,71,65,69,71,79,73,65,65,70,64,55,64,63,66,69,68,12,9,11,9,7
http://sofifa.com/player/50598,Darren Bent,54,73,71,57,71,62,68,58,31,68,70,66,73,66,65,76,77,47,68,65,43,23,75,50,75,79,21,19,20,8,9,13,6,8
http://sofifa.com/player/183465,Jack Rodwell,68,63,78,72,66,68,66,47,70,74,64,62,73,65,62,77,78,65,75,72,73,72,67,71,57,71,72,73,66,9,10,15,11,12
http://sofifa.com/player/201908,Andre Wisdom,52,24,72,68,32,55,34,26,66,66,72,74,60,68,64,34,76,69,86,28,74,71,59,49,43,69,75,77,73,7,15,8,11,12
http://sofifa.com/player/220862,Jordan Hugill,53,72,80,58,57,67,55,35,25,67,79,80,61,64,62,72,88,85,87,57,88,28,64,57,62,62,27,28,34,15,7,14,13,14
http://sofifa.com/player/212419,Tyrone Mings,70,35,63,65,30,69,45,37,59,65,73,75,64,67,54,41,64,77,80,30,73,70,57,54,32,59,68,71,70,7,10,13,7,15
http://sofifa.com/player/202697,Jack Stephens,47,36,68,66,34,60,55,58,53,66,57,64,60,65,58,49,67,66,74,42,63,72,47,44,42,65,71,74,69,13,10,11,13,10
http://sofifa.com/player/206538,Kevin Stewart,56,51,64,72,25,63,41,29,65,70,75,72,69,65,73,64,72,73,77,61,73,68,61,67,44,63,71,72,70,13,7,8,10,13
http://sofifa.com/player/198350,Daniel Bentley,18,11,11,33,13,17,12,12,23,23,46,43,51,57,41,38,78,31,70,13,24,22,12,47,22,55,13,11,13,73,68,64,72,74
http://sofifa.com/player/228829,Marc Roberts,23,21,74,50,23,33,24,29,51,66,52,62,41,66,51,33,86,62,81,20,65,72,25,32,34,44,68,69,66,7,12,16,16,14
http://sofifa.com/player/195037,Danny Batth,24,20,74,50,18,31,25,16,49,46,35,34,43,58,45,32,75,72,90,18,69,67,35,39,27,52,73,73,70,11,11,8,10,9
http://sofifa.com/player/193504,Steven Caulker,45,28,73,63,17,40,59,25,65,64,67,73,64,61,55,42,70,77,80,23,65,69,25,43,50,77,70,71,73,14,15,7,7,15
http://sofifa.com/player/138722,Billy Jones,54,53,61,68,45,65,58,59,66,67,66,63,69,70,68,59,73,80,71,60,68,73,44,51,57,61,69,75,76,6,11,14,12,15
http://sofifa.com/player/163050,Billy Sharp,47,74,64,59,68,62,65,55,54,68,64,62,70,73,73,72,65,66,75,71,71,33,75,65,74,73,24,34,30,7,8,11,11,8
http://sofifa.com/player/213490,Isaiah Brown,62,66,59,67,56,75,57,53,66,75,74,75,80,63,71,64,76,65,68,64,54,41,65,68,60,64,35,44,40,9,7,14,7,14
http://sofifa.com/player/225024,Mason Holgate,51,37,64,68,40,65,40,35,6,67,75,76,65,65,57,51,65,76,75,42,61,69,50,45,40,66,70,74,72,13,12,9,8,16
http://sofifa.com/player/225539,Dominic Solanke,54,70,64,71,65,73,54,42,58,76,76,74,73,63,69,68,69,68,72,57,34,22,66,63,71,64,24,15,22,9,15,14,9,10
http://sofifa.com/player/206085,Jacob Murphy,69,66,40,64,50,73,75,66,60,66,83,82,81,64,77,73,51,67,59,74,31,16,68,69,68,65,34,39,40,13,16,13,10,6
http://sofifa.com/player/216325,Angus Gunn,14,15,14,32,19,20,20,15,41,27,48,49,40,62,42,24,64,31,64,17,28,22,14,50,25,33,14,16,14,70,70,69,66,72
http://sofifa.com/player/188168,George Friend,65,51,67,65,33,68,66,56,60,68,69,67,70,63,55,64,72,80,76,57,61,68,65,52,49,57,71,72,70,11,13,15,6,12
http://sofifa.com/player/162315,Liam Ridgewell,53,49,73,68,31,54,31,32,74,62,64,71,65,59,51,52,79,74,78,32,71,65,53,58,53,56,70,67,67,13,9,12,6,15
http://sofifa.com/player/201999,Jon Flanagan,67,43,62,66,30,67,34,26,63,73,68,62,67,60,69,35,66,63,71,32,88,68,52,48,47,67,75,75,76,7,13,15,13,15
http://sofifa.com/player/194319,Danny Ward,63,69,65,62,63,66,60,63,61,65,76,78,72,64,68,75,91,75,77,67,54,23,68,63,64,63,36,33,32,13,11,15,11,8
http://sofifa.com/player/202770,Connor Ripley,11,11,14,33,14,11,13,11,28,23,34,35,27,56,38,20,50,21,38,20,16,19,12,45,14,33,13,12,15,71,71,69,71,72
http://sofifa.com/player/201240,Tom Barkhuizen,66,69,52,63,42,70,63,38,48,69,93,94,79,63,74,72,86,78,60,60,54,23,67,62,56,64,18,24,23,13,13,15,11,13
http://sofifa.com/player/169498,Joe Garner,49,70,74,60,70,64,49,43,58,65,76,76,74,66,76,69,93,76,76,66,94,36,70,56,69,67,36,49,35,10,15,15,12,15
http://sofifa.com/player/205346,Ryan Fredericks,68,47,52,68,51,73,62,42,60,67,93,93,81,66,76,58,63,70,69,46,67,57,60,58,61,50,64,67,69,16,7,8,15,9
http://sofifa.com/player/173859,Sam Baldock,48,70,59,49,64,69,65,62,37,73,79,81,81,68,83,69,73,82,60,68,47,35,76,55,68,67,33,26,28,8,14,13,8,14
http://sofifa.com/player/163625,Grant Leadbitter,70,64,58,73,55,59,67,68,66,72,63,57,64,66,69,72,73,71,72,70,73,65,64,72,80,71,68,69,65,16,8,6,6,8
http://sofifa.com/player/173614,Jason Pearce,42,13,69,49,23,40,31,27,54,47,37,53,58,63,60,27,73,77,82,36,76,68,37,34,32,58,69,71,72,7,6,7,7,8
http://sofifa.com/player/198704,Josh McEachran,70,56,44,76,48,70,65,55,70,75,70,65,81,66,83,49,54,63,52,48,55,63,62,74,62,62,63,67,64,9,10,7,16,15
http://sofifa.com/player/152880,Chris Cohen,72,60,68,69,68,67,74,69,66,72,52,50,71,72,74,69,74,82,73,66,70,67,66,65,66,74,65,67,69,15,11,7,8,8
http://sofifa.com/player/193331,Karl Darlow,12,14,12,32,15,12,19,16,28,27,59,52,63,65,64,13,67,44,58,11,13,25,18,36,19,24,15,11,12,70,69,64,66,73
http://sofifa.com/player/196916,Marlon Pack,68,52,65,73,54,64,57,66,70,69,56,65,64,63,60,73,68,89,77,57,66,69,59,71,64,72,63,64,61,10,8,11,15,9
http://sofifa.com/player/192319,Luke Garbutt,75,45,59,70,44,66,77,76,63,69,71,70,70,66,69,58,71,74,66,63,67,64,64,63,43,63,68,67,69,14,9,6,15,10
http://sofifa.com/player/212803,Zach Clough,67,67,55,69,63,70,65,70,58,72,78,76,91,63,92,65,63,61,45,64,34,41,68,66,68,71,27,36,30,10,9,14,14,6
http://sofifa.com/player/163396,James Vaughan,55,70,69,54,66,65,60,48,44,68,76,79,77,66,53,71,83,66,73,63,83,48,72,53,73,69,30,45,34,16,10,11,16,8
http://sofifa.com/player/162891,David Jones,73,62,53,75,60,66,74,76,74,67,64,63,63,67,69,61,55,76,68,64,55,70,64,67,58,72,65,67,63,11,11,15,16,11
http://sofifa.com/player/169575,Lee Peltier,60,40,63,62,28,60,49,38,55,63,72,64,56,62,71,32,78,79,78,39,77,72,56,57,38,63,71,74,72,6,7,13,10,15
http://sofifa.com/player/193900,Jack Hunt,64,47,62,63,32,70,61,29,59,67,86,84,72,66,68,59,82,74,64,50,60,65,65,54,48,67,66,70,69,15,15,6,14,8
http://sofifa.com/player/231281,Trent Alexander-Arnold,73,56,56,73,41,68,73,74,67,63,81,81,75,60,75,62,67,78,59,63,69,68,62,63,55,65,63,68,65,14,15,14,6,7
http://sofifa.com/player/200309,Tendayi Darikwa,63,47,53,62,39,69,57,43,54,67,88,91,72,56,62,49,60,87,74,44,69,64,66,60,51,68,60,67,70,8,13,12,9,12
http://sofifa.com/player/203138,Josh Scowen,61,53,53,68,42,65,56,62,64,67,61,60,74,68,73,56,74,84,64,49,78,71,60,64,42,57,61,71,67,9,14,8,11,9
http://sofifa.com/player/201093,Nick Powell,55,70,58,68,59,68,64,55,65,68,73,69,63,71,75,68,69,66,64,70,59,36,68,70,71,69,31,44,42,15,13,7,14,12
http://sofifa.com/player/140422,Alex Baptiste,57,29,70,58,25,55,27,17,48,58,63,64,71,66,69,57,83,1,80,40,71,72,55,48,34,57,68,67,69,12,13,8,10,9
http://sofifa.com/player/155533,Leon Clarke,50,72,69,58,65,58,44,48,54,65,66,70,56,68,51,72,73,75,88,61,85,27,70,57,75,72,34,21,22,13,10,6,8,8
http://sofifa.com/player/232080,Jack Harrison,67,67,43,64,59,74,69,56,59,68,88,78,79,65,75,67,61,76,62,56,59,36,68,62,64,68,30,39,48,11,8,10,6,11
http://sofifa.com/player/183442,James Henry,74,64,49,67,51,70,71,74,65,71,74,75,72,65,70,75,50,78,65,72,53,36,63,67,69,72,47,44,28,13,15,7,14,15
http://sofifa.com/player/211098,Bradley Dack,67,66,59,69,59,69,75,71,66,67,84,75,79,64,77,68,72,65,66,67,80,59,70,71,63,77,49,58,45,10,7,15,16,9
http://sofifa.com/player/199580,Connor Goldson,36,44,70,66,20,57,22,28,63,56,67,68,52,61,45,42,73,69,79,39,64,68,30,50,34,62,69,71,68,10,8,10,11,8
http://sofifa.com/player/19104,Clint Hill,53,38,72,55,30,45,35,21,49,52,27,31,33,66,56,39,72,51,74,31,81,71,48,39,42,69,69,68,69,8,16,14,10,9
http://sofifa.com/player/172960,Lewis Grabban,62,73,63,64,67,67,64,60,46,69,78,1,77,65,64,71,62,72,1,1,55,22,1,51,79,64,18,27,24,10,15,12,12,11
http://sofifa.com/player/140451,Michael Kightly,68,65,51,64,60,70,58,57,63,70,76,76,76,68,75,65,65,79,68,64,48,52,65,67,62,67,24,39,33,15,7,9,12,8
http://sofifa.com/player/219824,Charlie Dean I'Anson,45,45,71,68,37,48,45,39,55,55,67,58,66,60,54,48,84,59,63,52,63,63,35,37,40,56,74,73,75,14,13,15,7,13
http://sofifa.com/player/182209,Mark Beevers,31,36,75,54,38,36,21,57,51,60,52,51,46,62,33,53,70,76,83,27,71,70,26,45,45,61,65,71,68,16,10,13,9,14
http://sofifa.com/player/206534,Patrick Bamford,58,73,67,64,56,69,67,41,58,73,75,73,70,66,53,68,60,62,64,62,56,54,71,56,69,67,26,23,18,9,7,11,6,16
http://sofifa.com/player/173518,Tom Clarke,40,21,68,42,35,26,25,21,37,44,55,62,60,63,67,55,87,66,81,27,85,70,29,34,16,57,67,71,68,14,8,7,12,10
http://sofifa.com/player/184274,Chris Basham,52,35,66,62,62,56,48,39,63,58,65,68,58,68,64,59,74,80,79,55,77,68,36,59,50,59,65,72,67,14,15,6,7,6
http://sofifa.com/player/222420,Grant Ward,67,67,51,66,47,67,58,60,63,66,78,81,77,66,78,67,66,85,63,69,62,61,65,2,54,63,60,1,61,9,9,6,8,12
http://sofifa.com/player/233943,Ronaldo Vieira,54,53,51,71,42,68,58,49,67,70,77,79,75,63,77,63,69,76,75,59,71,67,55,64,57,71,66,68,66,12,10,7,6,8
http://sofifa.com/player/152536,Bradley Johnson,68,70,76,67,71,66,58,67,65,70,55,61,59,68,73,89,81,79,80,75,90,73,71,66,72,76,61,70,67,11,6,7,15,11
http://sofifa.com/player/195036,Sam Winnall,42,71,73,57,63,64,60,35,30,67,78,78,79,67,83,70,85,83,64,66,31,20,73,53,64,71,15,21,14,13,10,10,7,12
http://sofifa.com/player/190430,Joe Bennett,67,35,63,61,51,63,45,61,59,67,76,65,75,64,67,65,73,69,66,28,75,74,53,59,45,64,70,71,70,9,8,11,7,14
http://sofifa.com/player/206571,Marcus Maddison,66,68,48,67,48,70,64,65,65,72,77,83,73,58,62,72,68,67,65,70,58,17,66,69,62,59,27,23,19,9,11,7,16,13
http://sofifa.com/player/172780,Brett Pitman,57,73,70,66,65,65,67,70,63,68,58,59,66,66,74,74,69,66,76,66,67,25,73,64,81,77,24,23,14,14,12,9,8,11
http://sofifa.com/player/188657,Declan Rudd,15,12,14,36,14,20,15,13,36,23,54,46,50,64,34,12,46,31,64,19,24,22,13,31,43,39,13,13,14,75,66,65,66,74
http://sofifa.com/player/220659,Josh Brownhill,64,59,64,69,50,66,57,65,67,70,70,75,70,67,71,77,74,85,69,70,69,64,68,66,40,69,46,67,61,8,11,12,7,9
http://sofifa.com/player/205818,Ryan Woods,62,55,48,73,57,73,63,55,76,72,81,76,86,65,87,65,83,88,70,67,62,64,58,69,56,63,60,65,62,15,12,11,7,15
http://sofifa.com/player/222970,Erhun Oztumer,58,65,16,68,63,70,70,67,66,69,88,75,93,62,96,68,82,76,35,70,65,22,63,69,62,76,27,35,32,11,15,11,13,15
http://sofifa.com/player/156165,Matthew Mills,34,44,70,61,26,31,22,44,65,55,50,53,56,58,46,61,75,54,78,33,78,63,30,48,34,48,71,68,63,6,16,6,8,15
http://sofifa.com/player/186117,Jordon Mutch,68,62,67,71,44,67,72,71,67,70,63,65,63,68,63,74,66,65,69,72,65,63,70,66,67,68,59,60,58,11,13,13,11,8
http://sofifa.com/player/224520,Ryan Kent,60,59,40,1,36,76,54,32,62,70,2,1,86,59,84,53,54,61,55,60,33,19,59,64,52,62,19,20,17,9,8,6,13,7
http://sofifa.com/player/162314,Peter Whittingham,75,65,58,72,71,63,77,75,74,72,54,50,78,69,78,72,59,52,57,71,51,54,63,74,80,76,51,59,56,16,6,7,13,8
http://sofifa.com/player/205585,Jack Price,57,37,46,74,34,55,58,45,70,67,62,60,71,65,82,47,72,78,61,41,69,67,54,66,50,74,64,66,65,14,9,15,10,9
http://sofifa.com/player/224021,Sheyi Ojo,2,64,44,2,44,73,52,50,58,2,82,85,74,1,67,56,38,2,2,56,40,28,1,2,66,56,24,33,32,12,10,6,10,16
http://sofifa.com/player/169493,Frank Fielding,18,11,22,33,13,12,12,15,29,23,42,39,44,70,45,19,65,33,64,13,38,21,11,37,22,41,20,12,14,67,67,59,66,73
http://sofifa.com/player/192540,Mark Duffy,67,58,42,70,45,71,68,70,57,68,73,69,77,66,77,61,80,74,68,65,64,38,66,72,52,67,14,40,27,12,13,7,15,8
http://sofifa.com/player/218658,Dominic Iorfa,63,25,60,62,24,62,37,24,60,61,82,87,61,60,43,47,52,76,82,26,74,66,54,56,31,55,64,68,66,13,13,8,10,8
http://sofifa.com/player/218659,Matt Targett,72,36,56,64,37,64,63,62,62,61,72,78,72,59,63,34,61,72,68,38,63,67,49,40,51,59,64,71,68,10,15,8,11,14
http://sofifa.com/player/194091,Michael Jacobs,68,68,51,66,59,67,71,72,65,68,82,80,84,57,80,64,76,74,60,65,65,49,66,67,67,60,35,49,50,15,11,15,15,7
http://sofifa.com/player/230708,Joe Worrall,39,20,70,55,30,28,27,29,52,40,62,61,42,52,58,37,75,64,82,22,70,68,27,30,35,62,69,72,68,11,11,5,9,14
http://sofifa.com/player/211514,Reece James,65,41,55,65,40,65,45,47,58,67,77,79,74,70,76,66,78,78,60,55,39,62,55,45,52,63,68,67,63,6,10,10,9,9
http://sofifa.com/player/159034,Steven Taylor,48,32,70,64,59,39,49,53,55,55,43,40,31,64,55,43,63,61,76,24,74,67,20,38,46,63,70,68,65,15,12,8,14,6
http://sofifa.com/player/192320,Gary Gardner,70,60,73,70,76,62,73,75,72,73,52,53,60,65,53,83,62,76,69,75,70,60,63,66,74,76,55,66,61,11,12,12,9,15
http://sofifa.com/player/18771,Luke Steele,12,19,19,24,20,14,19,18,28,21,50,51,65,68,58,24,70,38,55,19,37,22,18,43,27,55,20,19,11,71,66,66,66,71
http://sofifa.com/player/53593,Gary O'Neil,68,62,54,72,65,65,70,66,68,70,53,51,67,69,77,66,67,71,66,67,75,65,58,70,64,67,63,65,58,12,8,15,8,14
http://sofifa.com/player/199516,Ricky Holmes,66,62,46,63,56,72,72,72,53,66,80,82,77,64,83,58,69,81,63,65,45,31,61,66,63,53,22,23,19,15,15,16,10,11
http://sofifa.com/player/189278,Luke Murphy,66,60,42,74,47,65,68,61,70,67,64,64,56,65,64,70,50,77,69,73,68,65,58,66,62,66,55,72,66,6,14,16,8,15
http://sofifa.com/player/165219,Jack Hobbs,34,29,72,61,48,39,32,28,60,59,53,52,41,60,47,53,70,65,83,36,70,65,12,55,33,68,67,68,66,7,9,10,8,9
http://sofifa.com/player/200292,Jason Lowe,65,37,55,69,53,57,42,68,66,61,65,65,59,68,66,63,56,77,63,61,79,71,51,54,62,63,69,64,68,7,7,16,12,9
http://sofifa.com/player/189541,Chris Solly,68,36,60,57,36,65,40,30,65,66,76,72,73,61,82,27,90,74,71,43,73,66,47,51,38,62,71,71,70,15,16,13,15,13
http://sofifa.com/player/170342,Paul Huntington,26,35,76,42,29,26,24,35,44,38,42,44,30,52,37,38,68,52,88,21,86,60,26,41,43,44,71,71,65,7,6,12,9,8
http://sofifa.com/player/165736,David Wheater,29,38,68,57,55,44,39,26,63,50,44,47,44,63,30,64,33,60,91,27,78,66,48,48,38,54,72,70,65,13,15,7,12,11
http://sofifa.com/player/231535,Cameron Borthwick-Jackson,75,42,64,67,41,64,74,42,61,65,71,73,61,61,62,45,73,68,65,43,57,64,50,52,46,58,67,72,70,6,11,8,11,9
